id,title,x,y,z,heading,source_resource,source_file,source_line,detected_as
"all_npc_0189","Guard NPC — Robberies #111","-98.197","-2685.1","6.01062","359.44","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","103","Guard"
"all_npc_0190","Guard NPC — Robberies #112","-124.37","-2700.2","6.01062","265.05","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","104","Guard"
"all_npc_0191","Guard NPC — Robberies #113","-112.87","-2700.0","6.01062","174.77","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","105","Guard"
"all_npc_0192","Guard NPC — Robberies #114","-113.74","-2716.4","6.01062","180.79","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","106","Guard"
"all_npc_0193","NPC — Robberies #115","-128.99","-2716.0","6.01062","180.79","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","107","Npc"
"all_npc_0194","NPC — Robberies #116","-133.06","-2702.0","6.01062","180.79","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","108","Npc"
"all_npc_0195","NPC — Robberies #117","-132.83","-2688.7","6.01062","180.79","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","109","Npc"
"all_npc_0196","NPC — Robberies #118","-1419.7","-676.23","26.7605","78.4","Robberies","altf4-robberies/rainmad/heists/betta/shared.lua","16","Ped"
"all_npc_0197","NPC — Robberies #119","-1419.7","-676.23","25.7605","78.4","Robberies","altf4-robberies/rainmad/heists/betta/shared.lua","18","Ped"
"all_npc_0198","NPC — Robberies #120","-1420.3","-675.34","25.7246","168.78","Robberies","altf4-robberies/rainmad/heists/betta/shared.lua","19","Ped"
"all_npc_0199","NPC — Robberies #121","-1420.5","-676.88","25.7605","356.42","Robberies","altf4-robberies/rainmad/heists/betta/shared.lua","20","Ped"
"all_npc_0200","NPC — Robberies #122","1104.28","-2287.5","29.1784","","Robberies","altf4-robberies/rainmad/heists/betta/shared.lua","49","Npc"
"all_npc_0201","NPC — Robberies #123","-1383.1","-640.04","28.6733","211.53","Robberies","altf4-robberies/rainmad/heists/kidnapping/shared.lua","10","Ped"
"all_npc_0202","NPC — Robberies #124","-1383.1","-640.04","27.6733","211.53","Robberies","altf4-robberies/rainmad/heists/kidnapping/shared.lua","12","Ped"
"all_npc_0203","NPC — Robberies #125","-833.02","-350.74","38.6802","243.42","Robberies","altf4-robberies/rainmad/heists/kidnapping/shared.lua","16","Ped"
"all_npc_0204","NPC — Robberies #126","-197.9","-864.6","29.3243","246.03","Robberies","altf4-robberies/rainmad/heists/kidnapping/shared.lua","17","Ped"
"all_npc_0205","NPC — Robberies #127","-20.242","-1721.1","29.2882","22.81","Robberies","altf4-robberies/rainmad/heists/kidnapping/shared.lua","18","Ped"
"all_npc_0206","NPC — Robberies #128","568.45","-3123.8","18.1686","","Robberies","altf4-robberies/rainmad/heists/kidnapping/shared.lua","21","Ped"
"all_npc_0207","Guard NPC — Robberies #129","-687.82","-2417.1","13.9445","23.22","Robberies","altf4-robberies/rainmad/heists/train/config.lua","16","Guard"
"all_npc_0208","Guard NPC — Robberies #130","-686.43","-2417.5","12.8945","23.22","Robberies","altf4-robberies/rainmad/heists/train/config.lua","18","Guard"
"all_npc_0209","Guard NPC — Robberies #131","-687.82","-2417.1","12.8945","320.78","Robberies","altf4-robberies/rainmad/heists/train/config.lua","19","Guard"
"all_npc_0210","Guard NPC — Robberies #132","-688.89","-2416.3","12.8945","291.42","Robberies","altf4-robberies/rainmad/heists/train/config.lua","20","Guard"
"all_npc_0211","Guard NPC — Robberies #133","2850.67","4535.49","45.3924","270.87","Robberies","altf4-robberies/rainmad/heists/train/config.lua","24","Guard"
"all_npc_0212","Guard NPC — Robberies #134","2856.28","4544.12","45.3354","177.93","Robberies","altf4-robberies/rainmad/heists/train/config.lua","25","Guard"
"all_npc_0213","Guard NPC — Robberies #135","2869.9","4530.26","47.7877","354.93","Robberies","altf4-robberies/rainmad/heists/train/config.lua","26","Guard"
"all_npc_0214","Guard NPC — Robberies #136","2859.08","4519.85","47.9145","177.88","Robberies","altf4-robberies/rainmad/heists/train/config.lua","27","Guard"
"all_npc_0215","Guard NPC — Robberies #137","2843.78","4521.66","47.4138","268.28","Robberies","altf4-robberies/rainmad/heists/train/config.lua","28","Guard"
"all_npc_0216","Guard NPC — Robberies #138","2856.9","4526.85","48.6552","268.3","Robberies","altf4-robberies/rainmad/heists/train/config.lua","29","Guard"
"all_npc_0217","Guard NPC — Robberies #139","2878.67","4556.77","48.4119","359.44","Robberies","altf4-robberies/rainmad/heists/train/config.lua","30","Guard"
"all_npc_0218","Guard NPC — Robberies #140","2886.69","4556.21","48.4262","265.05","Robberies","altf4-robberies/rainmad/heists/train/config.lua","31","Guard"
"all_npc_0219","NPC — Robberies #141","-1732.285034","-728.48999","9.407358","127.22","Robberies","altf4-robberies/rainmad/heists/train/config.lua","34","Ped"
"all_npc_0220","NPC — Robberies #142","-1731.285034","-728.48999","9.407358","127.22","Robberies","altf4-robberies/rainmad/heists/train/config.lua","36","Ped"
"all_npc_0221","NPC — Robberies #143","-1733.285034","-728.48999","9.407358","212.42","Robberies","altf4-robberies/rainmad/heists/train/config.lua","38","Ped"
"all_npc_0222","NPC — Robberies #144","2872.028","4544.253","47.758","140.0","Robberies","altf4-robberies/rainmad/heists/train/config.lua","42","Ped"
"all_npc_0223","NPC — Robberies #145","2883.305","4557.646","47.758","140.0","Robberies","altf4-robberies/rainmad/heists/train/config.lua","43","Ped"
"all_npc_0224","NPC — Robberies #146","497.254","-545.41","24.7511","136.22","Robberies","altf4-robberies/rainmad/heists/underground/shared.lua","35","Ped"
"all_npc_0225","NPC — Robberies #147","497.377","-544.49","23.7511","136.22","Robberies","altf4-robberies/rainmad/heists/underground/shared.lua","37","Ped"
"all_npc_0226","NPC — Robberies #148","497.254","-545.41","23.7511","100.78","Robberies","altf4-robberies/rainmad/heists/underground/shared.lua","38","Ped"
"all_npc_0227","NPC — Robberies #149","496.416","-544.71","23.7511","180.42","Robberies","altf4-robberies/rainmad/heists/underground/shared.lua","39","Ped"
"all_npc_0228","NPC — Robberies #150","304.796","-1178.0","29.4011","145.22","Robberies","altf4-robberies/rainmad/heists/unionheist/config.lua","15","Ped"
"all_npc_0229","NPC — Robberies #151","304.796","-1178.0","28.4011","145.22","Robberies","altf4-robberies/rainmad/heists/unionheist/config.lua","17","Ped"
"all_npc_0230","NPC — Robberies #152","304.753","-1178.8","28.3896","56.78","Robberies","altf4-robberies/rainmad/heists/unionheist/config.lua","18","Ped"
"all_npc_0231","NPC — Robberies #153","304.0","-1177.9","28.4023","226.42","Robberies","altf4-robberies/rainmad/heists/unionheist/config.lua","19","Ped"
"all_npc_0232","NPC — Robberies #154","32.1473","-366.29","38.3672","120.0","Robberies","altf4-robberies/rainmad/heists/unionheist/config.lua","39","Npc"
"all_npc_0233","NPC — Robberies #155","23.0486","-638.84","16.088","133.0","Robberies","altf4-robberies/rainmad/heists/unionheist/config.lua","43","Npc"
"all_npc_0234","NPC — Robberies #156","2.88219","-661.45","16.1306","","Robberies","altf4-robberies/rainmad/heists/unionheist/config.lua","50","Npc"
"all_npc_0235","NPC — Robberies #157","7.80424","-662.13","16.1306","","Robberies","altf4-robberies/rainmad/heists/unionheist/config.lua","60","Npc"
"all_npc_0236","NPC — Robberies #158","9.314747","-665.704346","16.130619","250.0","Robberies","altf4-robberies/rainmad/heists/unionheist/config.lua","70","Npc"
"all_npc_0237","NPC — Robberies #159","-0.371129","-662.397034","16.130632","250.0","Robberies","altf4-robberies/rainmad/heists/unionheist/config.lua","83","Npc"
"all_npc_0238","NPC — Robberies #160","3.37246","-674.02","16.1306","250.0","Robberies","altf4-robberies/rainmad/heists/unionheist/config.lua","96","Npc"
"all_npc_0239","NPC — Robberies #161","1.42567","-679.7","16.1306","250.0","Robberies","altf4-robberies/rainmad/heists/unionheist/config.lua","109","Npc"
"all_npc_0240","NPC — Robberies #162","-3.0185","-677.92","16.1306","250.0","Robberies","altf4-robberies/rainmad/heists/unionheist/config.lua","122","Npc"
"all_npc_0241","NPC — Robberies #163","-1.0102","-672.49","16.1306","250.0","Robberies","altf4-robberies/rainmad/heists/unionheist/config.lua","135","Npc"
"all_npc_0242","NPC — Vehicles #1","-522.953918","-263.551178","35.472977","290.505737","Vehicles","altf4-vehicles/config.lua","252","Npc"
"all_npc_0243","NPC — Vehicles #2","-269.586731","-893.956665","31.220015","68.56691","Vehicles","altf4-vehicles/config.lua","257","Npc"
"all_npc_0244","NPC — Vehicles #3","-234.558548","6198.434082","31.939209","226.968201","Vehicles","altf4-vehicles/config.lua","262","Npc"
"all_npc_0245","NPC — Vehicles #4","1568.948975","3800.094482","34.132851","184.169922","Vehicles","altf4-vehicles/config.lua","267","Npc"
"all_npc_0246","NPC — Vehicles #5","1695.820313","4793.327637","41.921383","74.942024","Vehicles","altf4-vehicles/config.lua","272","Npc"
"all_npc_0247","NPC — Vehicles #6","1852.611328","2581.769531","45.672344","272.111755","Vehicles","altf4-vehicles/config.lua","277","Npc"
"all_npc_0248","NPC — Vehicles #7","-1523.64917","1495.893066","111.626305","255.533188","Vehicles","altf4-vehicles/config.lua","282","Npc"
"all_npc_0249","NPC — Vehicles #8","-1202.115479","-1800.321289","3.908575","71.307236","Vehicles","altf4-vehicles/config.lua","287","Npc"
"all_npc_0250","NPC — Vehicles #9","-773.263123","5598.226074","33.605209","165.96138","Vehicles","altf4-vehicles/config.lua","292","Npc"
"all_npc_0251","NPC — Vehicles #10","1334.74939","4271.108398","31.503139","174.862762","Vehicles","altf4-vehicles/config.lua","297","Npc"
"all_npc_0252","NPC — Vehicles #11","2899.255371","4399.35791","50.234779","194.466904","Vehicles","altf4-vehicles/config.lua","302","Npc"
"all_npc_0253","NPC — Vehicles #12","713.487488","4096.488281","34.727837","176.878647","Vehicles","altf4-vehicles/config.lua","307","Npc"
"all_npc_0254","NPC — Vehicles #13","-939.547485","6490.965332","1.887601","347.465332","Vehicles","altf4-vehicles/config.lua","312","Npc"
"all_npc_0255","NPC — Vehicles #14","1205.063599","-1382.202759","35.226917","95.380043","Vehicles","altf4-vehicles/config.lua","317","Npc"
"all_npc_0256","NPC — Vehicles #15","-1647.735107","2636.753174","2.501308","258.867432","Vehicles","altf4-vehicles/config.lua","322","Npc"
"all_npc_0257","NPC — Vehicles #16","-2934.633301","8138.134766","44.837425","111.239792","Vehicles","altf4-vehicles/config.lua","327","Npc"
"all_npc_0258","NPC — Vehicles #17","1734.095337","3327.782959","41.305176","104.466621","Vehicles","altf4-vehicles/config.lua","332","Npc"
"all_npc_0259","NPC — Existing Map Related Npc #1","-2459.9","2987.09","32.81","287.44","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0260","NPC — Existing Map Related Npc #2","-2457.49","2981.09","32.81","276.49","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0261","NPC — Existing Map Related Npc #3","-1863.39","2918.6","32.81","145.73","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0262","NPC — Existing Map Related Npc #4","-1863.35","2914.13","32.81","62.55","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0263","NPC — Existing Map Related Npc #5","-1857.76","2911.24","32.81","146.34","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0264","NPC — Existing Map Related Npc #6","-1852.34","2912.15","32.81","212.08","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0265","NPC — Existing Map Related Npc #7","-1836.95","3297.46","32.81","231.46","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0266","NPC — Existing Map Related Npc #8","-1832.77","3270.58","32.69","47.14","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0267","NPC — Existing Map Related Npc #9","-1824.67","3290.15","32.81","62.55","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0268","NPC — Existing Map Related Npc #10","-1824.61","3284.98","32.81","151.16","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0269","NPC — Existing Map Related Npc #11","-234.09","-1691.36","33.82","231.66","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0270","NPC — Existing Map Related Npc #12","-231.26","-1687.33","34.01","194.41","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0271","NPC — Existing Map Related Npc #13","-227.49","-1688.76","33.89","176.3","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0272","NPC — Existing Map Related Npc #14","-184.63","-2270.47","7.81","0.02","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0273","NPC — Existing Map Related Npc #15","-177.29","-2266.05","7.81","359.45","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0274","NPC — Existing Map Related Npc #16","-56.78","-2242.8","7.81","93.18","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0275","NPC — Existing Map Related Npc #17","-56.64","-2255.89","7.81","82.55","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0276","NPC — Existing Map Related Npc #18","558.67","-1760.29","29.32","246.26","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0277","NPC — Existing Map Related Npc #19","562.21","-1769.88","29.36","10.16","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0278","NPC — Existing Map Related Npc #20","566.5","-1777.66","29.35","329.47","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0279","NPC — Existing Map Related Npc #21","581.66","-1885.08","25.52","173.67","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0280","NPC — Existing Map Related Npc #22","588.57","-1877.57","25.14","167.85","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0281","NPC — Existing Map Related Npc #23","625.03","-865.84","10.86","90.06","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0282","NPC — Existing Map Related Npc #24","627.95","-862.64","10.86","100.63","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0283","NPC — Existing Map Related Npc #25","628.57","-872.64","11.06","93.31","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0284","NPC — Existing Map Related Npc #26","703.57","-2288.04","27.47","81.54","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0285","NPC — Existing Map Related Npc #27","713.99","-2266.89","27.47","124.78","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0286","NPC — Existing Map Related Npc #28","728.41","2579.13","75.25","199.56","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0287","NPC — Existing Map Related Npc #29","744.65","2583.97","75.31","202.74","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0288","NPC — Existing Map Related Npc #30","843.38","-2133.57","29.85","316.89","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0289","NPC — Existing Map Related Npc #31","860.84","-2124.1","30.65","195.76","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0290","NPC — Existing Map Related Npc #32","2372.43","3048.34","48.15","262.77","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0291","NPC — Existing Map Related Npc #33","2388.98","3052.41","48.41","66.73","Boosting","Existing map related NPC","existing map related point","Npc"
"all_npc_0292","NPC — Boosting #34","1372.7","631.45","80.0","44.41","Boosting","altf4_boosting/config/shared/tasks.lua","677","Npc"
"all_npc_0293","NPC — Boosting #35","1375.81","632.85","79.54","323.38","Boosting","altf4_boosting/config/shared/tasks.lua","677","Npc"
"all_npc_0294","NPC — Boosting #36","1284.84","838.21","105.34","357.69","Boosting","altf4_boosting/config/shared/tasks.lua","678","Npc"
"all_npc_0295","NPC — Boosting #37","1286.46","840.54","105.02","357.94","Boosting","altf4_boosting/config/shared/tasks.lua","678","Npc"
"all_npc_0296","NPC — Boosting #38","549.07","1386.05","303.72","222.16","Boosting","altf4_boosting/config/shared/tasks.lua","679","Npc"
"all_npc_0297","NPC — Boosting #39","553.01","1388.05","303.41","160.06","Boosting","altf4_boosting/config/shared/tasks.lua","679","Npc"
"all_npc_0298","NPC — Boosting #40","245.71","1160.83","225.05","14.14","Boosting","altf4_boosting/config/shared/tasks.lua","680","Npc"
"all_npc_0299","NPC — Boosting #41","246.32","1165.42","225.46","35.55","Boosting","altf4_boosting/config/shared/tasks.lua","680","Npc"
"all_npc_0300","NPC — Boosting #42","69.52","1424.14","264.36","134.7","Boosting","altf4_boosting/config/shared/tasks.lua","681","Npc"
"all_npc_0301","NPC — Boosting #43","73.27","1421.71","263.62","56.71","Boosting","altf4_boosting/config/shared/tasks.lua","681","Npc"
"all_npc_0302","NPC — Boosting #44","-418.61","1228.62","325.76","246.9","Boosting","altf4_boosting/config/shared/tasks.lua","682","Npc"
"all_npc_0303","NPC — Boosting #45","-413.72","1227.86","325.23","236.31","Boosting","altf4_boosting/config/shared/tasks.lua","682","Npc"
"all_npc_0304","NPC — Boosting #46","-1579.84","975.34","156.7","80.96","Boosting","altf4_boosting/config/shared/tasks.lua","683","Npc"
"all_npc_0305","NPC — Boosting #47","-1579.06","973.38","157.18","155.44","Boosting","altf4_boosting/config/shared/tasks.lua","683","Npc"
"all_npc_0306","NPC — Boosting #48","-1550.86","1377.2","126.41","72.11","Boosting","altf4_boosting/config/shared/tasks.lua","684","Npc"
"all_npc_0307","NPC — Boosting #49","-1545.14","1374.17","125.32","313.39","Boosting","altf4_boosting/config/shared/tasks.lua","684","Npc"
"all_npc_0308","NPC — Boosting #50","-1660.96","2227.27","87.52","96.35","Boosting","altf4_boosting/config/shared/tasks.lua","685","Npc"
"all_npc_0309","NPC — Boosting #51","-1660.75","2229.35","86.79","83.05","Boosting","altf4_boosting/config/shared/tasks.lua","685","Npc"
"all_npc_0310","NPC — Boosting #52","-2572.59","2336.7","33.06","171.43","Boosting","altf4_boosting/config/shared/tasks.lua","686","Npc"
"all_npc_0311","NPC — Boosting #53","-2570.3","2340.16","32.65","154.79","Boosting","altf4_boosting/config/shared/tasks.lua","686","Npc"
"all_npc_0312","NPC — Boosting #54","-2442.39","3767.33","19.02","81.38","Boosting","altf4_boosting/config/shared/tasks.lua","687","Npc"
"all_npc_0313","NPC — Boosting #55","-2441.44","3764.08","18.44","353.66","Boosting","altf4_boosting/config/shared/tasks.lua","687","Npc"
"all_npc_0314","NPC — Boosting #56","-2349.92","288.89","169.06","294.48","Boosting","altf4_boosting/config/shared/tasks.lua","688","Npc"
"all_npc_0315","NPC — Boosting #57","-2348.25","291.58","169.47","350.88","Boosting","altf4_boosting/config/shared/tasks.lua","688","Npc"
"all_npc_0316","NPC — Boosting #58","-2071.32","-301.69","12.75","173.21","Boosting","altf4_boosting/config/shared/tasks.lua","689","Npc"
"all_npc_0317","NPC — Boosting #59","-2070.77","-296.87","13.32","155.05","Boosting","altf4_boosting/config/shared/tasks.lua","689","Npc"
"all_npc_0318","NPC — Boosting #60","-1734.96","-738.14","10.41","313.71","Boosting","altf4_boosting/config/shared/tasks.lua","690","Npc"
"all_npc_0319","NPC — Boosting #61","-1734.75","-734.46","10.0","139.2","Boosting","altf4_boosting/config/shared/tasks.lua","690","Npc"
"all_npc_0320","NPC — Boosting #62","-1676.26","-875.17","8.29","141.16","Boosting","altf4_boosting/config/shared/tasks.lua","691","Npc"
"all_npc_0321","NPC — Boosting #63","-1673.14","-874.54","8.74","214.53","Boosting","altf4_boosting/config/shared/tasks.lua","691","Npc"
"all_npc_0322","NPC — Boosting #64","-1538.71","-1001.11","12.61","254.58","Boosting","altf4_boosting/config/shared/tasks.lua","692","Npc"
"all_npc_0323","NPC — Boosting #65","-1532.56","-1001.08","13.02","233.29","Boosting","altf4_boosting/config/shared/tasks.lua","692","Npc"
"all_npc_0324","NPC — Boosting #66","-1143.94","-1064.6","1.74","206.52","Boosting","altf4_boosting/config/shared/tasks.lua","693","Npc"
"all_npc_0325","NPC — Boosting #67","-1141.21","-1065.28","2.15","190.94","Boosting","altf4_boosting/config/shared/tasks.lua","693","Npc"
"all_npc_0326","NPC — Boosting #68","-910.8","-1165.71","4.46","29.12","Boosting","altf4_boosting/config/shared/tasks.lua","694","Npc"
"all_npc_0327","NPC — Boosting #69","-907.89","-1168.8","4.91","165.8","Boosting","altf4_boosting/config/shared/tasks.lua","694","Npc"
"all_npc_0328","NPC — Boosting #70","-955.19","-1085.19","1.74","156.66","Boosting","altf4_boosting/config/shared/tasks.lua","702","Npc"
"all_npc_0329","NPC — Boosting #71","-952.06","-1081.81","2.15","212.04","Boosting","altf4_boosting/config/shared/tasks.lua","702","Npc"
"all_npc_0330","NPC — Boosting #72","-1183.88","-1398.18","4.68","302.43","Boosting","altf4_boosting/config/shared/tasks.lua","703","Npc"
"all_npc_0331","NPC — Boosting #73","-1181.37","-1395.23","4.23","293.51","Boosting","altf4_boosting/config/shared/tasks.lua","703","Npc"
"all_npc_0332","NPC — Boosting #74","-1276.63","-1152.41","5.83","295.11","Boosting","altf4_boosting/config/shared/tasks.lua","704","Npc"
"all_npc_0333","NPC — Boosting #75","-1275.05","-1149.67","6.41","114.18","Boosting","altf4_boosting/config/shared/tasks.lua","704","Npc"
"all_npc_0334","NPC — Boosting #76","-1186.34","-539.6","28.87","136.61","Boosting","altf4_boosting/config/shared/tasks.lua","705","Npc"
"all_npc_0335","NPC — Boosting #77","-1184.26","-543.94","28.38","40.47","Boosting","altf4_boosting/config/shared/tasks.lua","705","Npc"
"all_npc_0336","NPC — Boosting #78","-1391.93","-8.39","53.38","289.73","Boosting","altf4_boosting/config/shared/tasks.lua","707","Npc"
"all_npc_0337","NPC — Boosting #79","-1389.86","-11.53","52.87","324.23","Boosting","altf4_boosting/config/shared/tasks.lua","707","Npc"
"all_npc_0338","NPC — Boosting #80","-1619.38","-517.93","34.96","134.85","Boosting","altf4_boosting/config/shared/tasks.lua","708","Npc"
"all_npc_0339","NPC — Boosting #81","-1618.88","-515.03","34.71","128.84","Boosting","altf4_boosting/config/shared/tasks.lua","708","Npc"
"all_npc_0340","NPC — Boosting #82","-1530.95","-554.19","33.4","108.34","Boosting","altf4_boosting/config/shared/tasks.lua","709","Npc"
"all_npc_0341","NPC — Boosting #83","-1528.77","-553.88","32.95","34.14","Boosting","altf4_boosting/config/shared/tasks.lua","709","Npc"
"all_npc_0342","NPC — Boosting #84","-576.06","-1036.46","21.77","269.9","Boosting","altf4_boosting/config/shared/tasks.lua","710","Npc"
"all_npc_0343","NPC — Boosting #85","-574.4","-1034.62","22.18","266.87","Boosting","altf4_boosting/config/shared/tasks.lua","710","Npc"
"all_npc_0344","NPC — Boosting #86","-608.63","-1214.16","14.46","309.15","Boosting","altf4_boosting/config/shared/tasks.lua","711","Npc"
"all_npc_0345","NPC — Boosting #87","-607.05","-1215.79","14.07","311.02","Boosting","altf4_boosting/config/shared/tasks.lua","711","Npc"
"all_npc_0346","NPC — Boosting #88","-354.75","-1400.67","29.83","255.93","Boosting","altf4_boosting/config/shared/tasks.lua","713","Npc"
"all_npc_0347","NPC — Boosting #89","-353.44","-1397.11","31.34","199.61","Boosting","altf4_boosting/config/shared/tasks.lua","713","Npc"
"all_npc_0348","NPC — Boosting #90","65.25","-1435.31","29.31","321.92","Boosting","altf4_boosting/config/shared/tasks.lua","714","Npc"
"all_npc_0349","NPC — Boosting #91","66.06","-1431.09","28.9","139.41","Boosting","altf4_boosting/config/shared/tasks.lua","714","Npc"
"all_npc_0350","NPC — Boosting #92","119.35","-1573.71","29.19","278.32","Boosting","altf4_boosting/config/shared/tasks.lua","715","Npc"
"all_npc_0351","NPC — Boosting #93","119.41","-1571.24","29.6","283.34","Boosting","altf4_boosting/config/shared/tasks.lua","715","Npc"
"all_npc_0352","NPC — Boosting #94","558.68","-1790.38","29.2","133.5","Boosting","altf4_boosting/config/shared/tasks.lua","716","Npc"
"all_npc_0353","NPC — Boosting #95","561.11","-1789.34","28.79","338.25","Boosting","altf4_boosting/config/shared/tasks.lua","716","Npc"
"all_npc_0354","NPC — Boosting #96","452.64","-1691.12","29.28","315.78","Boosting","altf4_boosting/config/shared/tasks.lua","717","Npc"
"all_npc_0355","NPC — Boosting #97","452.75","-1693.98","28.89","142.21","Boosting","altf4_boosting/config/shared/tasks.lua","717","Npc"
